Front,Back,vocab?,deckName,noteId,modelName,tags,Audio,Description,English Audio,Image,Image to Thai name card,Literal,Mnemonic,Notes,Phrase No.,Picture,Region,Thai Audio,Thai audio
เพราะ ว่า,because,TRUE,Thai::vocab,1504119762293,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t181a5.mp3],,,,,,,,,,,,
ถ้า,if,TRUE,Thai::vocab,1504119762294,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t181a6.mp3],,,,,,,,,,,,
หรือ,or,TRUE,Thai::vocab,1504119762295,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t181a7.mp3],,,,,,,,,,,,
คิด,to think,TRUE,Thai::vocab,1504119762296,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t183a1.mp3],,,,,,,,,,,,
บอก,to tell,TRUE,Thai::vocab,1504119762297,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t183a3.mp3],,,,,,,,,,,,
เห็น,to see,TRUE,Thai::vocab,1504119762298,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t183a4.mp3],,,,,,,,,,,,
รู้,to know,TRUE,Thai::vocab,1504119762299,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t183a5.mp3],,,,,,,,,,,,
แปล,to translate / to mean,TRUE,Thai::vocab,1504119762300,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t183a6.mp3],,,,,,,,,,,,
ตี หนึ่ง,1 a.m. (01:00),TRUE,Thai::vocab,1504119762301,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a1.mp3],,,,,,,,,,,,
ตี สอง,2 a.m. (02:00),TRUE,Thai::vocab,1504119762302,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a2.mp3],,,,,,,,,,,,
ตี สาม,3 a.m. (03:00),TRUE,Thai::vocab,1504119762303,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a3.mp3],,,,,,,,,,,,
ตี สี่,4 a.m. (04:00),TRUE,Thai::vocab,1504119762304,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a4.mp3],,,,,,,,,,,,
ตี ห้า,5 a.m. (05:00),TRUE,Thai::vocab,1504119762305,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a5.mp3],,,,,,,,,,,,
หก โมง เช้า,6 a.m. (06:00),TRUE,Thai::vocab,1504119762306,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a6.mp3],,,,,,,,,,,,
เจ็ด โมง เช้า,7 a.m. (07:00),TRUE,Thai::vocab,1504119762307,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a7.mp3],,,,,,,,,,,,
แปด โมง เช้า,8 a.m. (08:00),TRUE,Thai::vocab,1504119762308,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a8.mp3],,,,,,,,,,,,
เก้าโมงเช้า,9 a.m. (09:00),TRUE,Thai::vocab,1504119762309,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a9.mp3],,,,,,,,,,,,
สิบ โมง เช้า,10 a.m. (10:00),TRUE,Thai::vocab,1504119762310,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a10.mp3],,,,,,,,,,,,
สิบเอ็ด โมง เช้า,11 a.m. (11:00),TRUE,Thai::vocab,1504119762311,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a11.mp3],,,,,,,,,,,,
เที่ยง (วัน)​,noon / midday,TRUE,Thai::vocab,1504119762312,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t200a12.mp3],,,,,,,,,,,,
บ่าย โมง,1 p.m. (13:00),TRUE,Thai::vocab,1504119762313,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a13.mp3],,,,,,,,,,,,
บ่าย สอง โมง,2 p.m. (14:00),TRUE,Thai::vocab,1504119762314,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a14.mp3],,,,,,,,,,,,
บ่าย สาม โมง,3 p.m. (15:00) ,TRUE,Thai::vocab,1504119762315,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a15.mp3],,,,,,,,,,,,
สี่โมงเย็น,4 p.m. (16:00),TRUE,Thai::vocab,1504119762316,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a16.mp3],,,,,,,,,,,,
ห้า โมง เย็น,5 p.m. (17:00) ,TRUE,Thai::vocab,1504119762317,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a17.mp3],,,,,,,,,,,,
หก โมง เย็น,6 p.m. (18:00),TRUE,Thai::vocab,1504119762318,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a18.mp3],,,,,,,,,,,,
หนึ่ง ทุ่ม,7 p.m. (19:00),TRUE,Thai::vocab,1504119762319,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a19.mp3],,,,,,,,,,,,
สอง ทุ่ม,8 p.m. (20:00),TRUE,Thai::vocab,1504119762320,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a20.mp3],,,,,,,,,,,,
สาม ทุ่ม,9 p.m.  (21:00) ,TRUE,Thai::vocab,1504119762321,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a21.mp3],,,,,,,,,,,,
สี่ ทุ่ม,10 p.m. (22:00),TRUE,Thai::vocab,1504119762322,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t200a22.mp3],,,,,,,,,,,,
ห้า ทุ่ม,11 p.m. (23:00),TRUE,Thai::vocab,1504119762323,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t200a23.mp3],,,,,,,,,,,,
เที่ยงคืน,midnight <br>12 a.m. (00:00),TRUE,Thai::vocab,1504119762324,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t200a24.mp3],,,,,,,,,,,,
วัน อาทิตย์,Sunday,TRUE,Thai::vocab,1504119762325,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t210a1.mp3],,,,,,,,,,,,
วัน จันทร์,Monday,TRUE,Thai::vocab,1504119762326,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t210a2.mp3],,,,,,,,,,,,
วัน อังคาร,Tuesday<br><br>Ang-khaan sounds like anchor. Drop the anchor on Tuesday to rest after the first day of work.,TRUE,Thai::vocab,1504119762327,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t210a3.mp3],,,,,,,,,,,,
วัน พุธ,Wednesday,TRUE,Thai::vocab,1504119762328,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t210a4.mp3],,,,,,,,,,,,
วัน พฤหัส,Thursday,TRUE,Thai::vocab,1504119762329,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t210a5.mp3],,,,,,,,,,,,
วัน ศุกร์,Friday,TRUE,Thai::vocab,1504119762330,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t210a6.mp3],,,,,,,,,,,,
วัน เสาร์,Saturday,TRUE,Thai::vocab,1504119762331,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t210a7.mp3],,,,,,,,,,,,
มกราคม (ม.ค.),January,TRUE,Thai::vocab,1504119762332,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t211a1.mp3],,,,,,,,,,,,
กุมภาพันธ์ (ก.พ.),February,TRUE,Thai::vocab,1504119762333,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t211a2.mp3],,,,,,,,,,,,
มีนาคม (มี.ค.),March,TRUE,Thai::vocab,1504119762334,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t211a3.mp3],,,,,,,,,,,,
เมษายน (เม.ย.),April,TRUE,Thai::vocab,1504119762335,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t211a4.mp3],,,,,,,,,,,,
พฤษภาคม (พ.ค.),"May<br><br>Pruet-sa-phaa sounds like ""fruit supper"". May is the month when we start eating fruit supper outside.",TRUE,Thai::vocab,1504119762336,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t211a5.mp3],,,,,,,,,,,,
มิถุนายน (มิ.ย.),June,TRUE,Thai::vocab,1504119762337,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t211a6.mp3],,,,,,,,,,,,
กรกฎาคม (ก.ค.),"July<br><br>Ga-rá-gà-daa sounds like crocodile (or a word with a similar rhythm). July is hot, so imagine the crocodile is relaxing in the heat.",TRUE,Thai::vocab,1504119762338,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t211a7.mp3],,,,,,,,,,,,
สิงหาคม (ส.ค.),August,TRUE,Thai::vocab,1504119762339,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t211a8.mp3],,,,,,,,,,,,
กันยายน (ก.ย.),"September<br><br>Gan-yaa sounds like ""gonna yaw"". You're gonna yawn and get tired because September is the start of the school year.",TRUE,Thai::vocab,1504119762340,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t211a9.mp3],,,,,,,,,,,,
ตุลาคม (ต.ค.),October,TRUE,Thai::vocab,1504119762341,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t211a10.mp3],,,,,,,,,,,,
พฤศจิกายน (พ.ย.),"November<br><br>Prút-sà-jì-gā sounds like ""brutally chill"". November is the month when it starts to get brutally chill.",TRUE,Thai::vocab,1504119762342,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t211a11.mp3],,,,,,,,,,,,
ธันวาคม (ธ.ค.),"December<br><br>Tan-waa sounds like ""tan wall"". In December, the sun is weak and only gives a light tan to the wall.",TRUE,Thai::vocab,1504119762343,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t211a12.mp3],,,,,,,,,,,,
วัน,day,TRUE,Thai::vocab,1504119762344,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t212a1.mp3],,,,,,,,,,,,
สัปดาห์,week 2,TRUE,Thai::vocab,1504119762345,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t212a2.mp3],,,,,,,,,,,,
อาทิตย์,week 1,TRUE,Thai::vocab,1504119762346,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t212a3.mp3],,,,,,,,,,,,
เก่า,old (objects),TRUE,Thai::vocab,1504119762147,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t110a13.mp3],,,,,,,,,,,,
เก่ง,skilled / talented / expertly,TRUE,Thai::vocab,1504119762148,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t110a14.mp3],,,,,,,,,,,,
ผู้ชาย,man / men,TRUE,Thai::vocab,1504119762149,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a1.mp3],,,,,,,,,,,,
ผู้หญิง,woman / women,TRUE,Thai::vocab,1504119762150,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a2.mp3],,,,,,,,,,,,
เด็กผู้ชาย,boy,TRUE,Thai::vocab,1504119762151,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a3.mp3],,,,,,,,,,,,
เด็กผู้หญิง,girl,TRUE,Thai::vocab,1504119762152,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a4.mp3],,,,,,,,,,,,
น้ำชา,tea (beverage) ,TRUE,Thai::vocab,1504119762153,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a5.mp3],,,,,,,,,,,,
กาแฟ,coffee,TRUE,Thai::vocab,1504119762154,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a6.mp3],,,,,,,,,,,,
เหล้า,liquor,TRUE,Thai::vocab,1504119762155,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t112a7.mp3],,,,,,,,,,,,
ไวน์,wine,TRUE,Thai::vocab,1504119762156,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a8.mp3],,,,,,,,,,,,
เบียร์,beer,TRUE,Thai::vocab,1504119762157,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a9.mp3],,,,,,,,,,,,
หมู,pig / pork,TRUE,Thai::vocab,1504119762158,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a10.mp3],,,,,,,,,,,,
วัว,cow / beef,TRUE,Thai::vocab,1504119762159,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a11.mp3],,,,,,,,,,,,
ปลา,fish,TRUE,Thai::vocab,1504119762160,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t112a12.mp3],,,,,,,,,,,,
ทำงาน,to work,TRUE,Thai::vocab,1504119762161,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t113a1.mp3],,,,,,,,,,,,
ทำอาหาร,to cook,TRUE,Thai::vocab,1504119762162,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t113a2.mp3],,,,,,,,,,,,
ทำความสะอาด,to clean,TRUE,Thai::vocab,1504119762163,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t113a3.mp3],,,,,,,,,,,,
เป็น,is / to be,TRUE,Thai::vocab,1504119762164,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t113a4.mp3],,,,,,,,,,,,
ขอ,to ask for / to request,TRUE,Thai::vocab,1504119762165,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t113a5.mp3],,,,,,,,,,,,
เอา,1.&nbsp;[to] want; desire<br>2.&nbsp;[to] take; bring,TRUE,Thai::vocab,1504119762166,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t113a6.mp3],,,,,,,,,,,,
นั่ง,to sit,TRUE,Thai::vocab,1504119762167,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t113a7.mp3],,,,,,,,,,,,
ยืน,to stand,TRUE,Thai::vocab,1504119762168,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t113a8.mp3],,,,,,,,,,,,
เดิน,to walk,TRUE,Thai::vocab,1504119762169,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t113a9.mp3],,,,,,,,,,,,
วิ่ง,to run,TRUE,Thai::vocab,1504119762170,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t113a10.mp3],,,,,,,,,,,,
ศูนย์,0,TRUE,Thai::vocab,1504119762171,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a1.mp3],,,,,,,,,,,,
หนึ่ง,1,TRUE,Thai::vocab,1504119762172,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a2.mp3],,,,,,,,,,,,
สอง,2,TRUE,Thai::vocab,1504119762173,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a3.mp3],,,,,,,,,,,,
สาม,3,TRUE,Thai::vocab,1504119762174,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a4.mp3],,,,,,,,,,,,
สี่,4,TRUE,Thai::vocab,1504119762175,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a5.mp3],,,,,,,,,,,,
ห้า,5,TRUE,Thai::vocab,1504119762176,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a6.mp3],,,,,,,,,,,,
หก,6,TRUE,Thai::vocab,1504119762177,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a7.mp3],,,,,,,,,,,,
เจ็ด,7,TRUE,Thai::vocab,1504119762178,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a8.mp3],,,,,,,,,,,,
แปด,8,TRUE,Thai::vocab,1504119762179,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a9.mp3],,,,,,,,,,,,
เก้า,9,TRUE,Thai::vocab,1504119762180,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t120a10.mp3],,,,,,,,,,,,
สิบ,10,TRUE,Thai::vocab,1504119762181,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a1.mp3],,,,,,,,,,,,
ยี่สิบ,20,TRUE,Thai::vocab,1504119762182,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a2.mp3],,,,,,,,,,,,
สามสิบ,30,TRUE,Thai::vocab,1504119762183,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a3.mp3],,,,,,,,,,,,
สี่สิบ,40,TRUE,Thai::vocab,1504119762184,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a4.mp3],,,,,,,,,,,,
ห้าสิบ,50,TRUE,Thai::vocab,1504119762185,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a5.mp3],,,,,,,,,,,,
หนึ่ง ร้อย,100,TRUE,Thai::vocab,1504119762186,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a6.mp3],,,,,,,,,,,,
สอง ร้อย,200,TRUE,Thai::vocab,1504119762187,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a7.mp3],,,,,,,,,,,,
สาม ร้อย,300,TRUE,Thai::vocab,1504119762188,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a8.mp3],,,,,,,,,,,,
สี่ร้อย,400,TRUE,Thai::vocab,1504119762189,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a9.mp3],,,,,,,,,,,,
แปด ร้อย,800,TRUE,Thai::vocab,1504119762190,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t121a10.mp3],,,,,,,,,,,,
พัน,"1,000",TRUE,Thai::vocab,1504119762191,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t123a1.mp3],,,,,,,,,,,,
หมื่น,"10,000<br><br>Muen sounds like man. A man who has 10,000 bricks is wealthy.",TRUE,Thai::vocab,1504119762192,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t123a2.mp3],,,,,,,,,,,,
แสน,"100,000",TRUE,Thai::vocab,1504119762193,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t123a3.mp3],,,,,,,,,,,,
ล้าน,"1,000,000",TRUE,Thai::vocab,1504119762194,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t123a4.mp3],,,,,,It sounds like lawn. You'd need ONE MILLION blades of grass to cover your lawn.,,,,,,
เงิน,money,TRUE,Thai::vocab,1504119762195,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t125a1.mp3],,,,,,,,,,,,
นี่,this (thing / object),TRUE,Thai::vocab,1504119762196,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t125a2.mp3],,,,,,,,,,,,
นั้น,that (thing / object close by),TRUE,Thai::vocab,1504119762197,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t125a3.mp3],,,,,,,,,,,,
โน้น,that (thing / object far away),TRUE,Thai::vocab,1504119762198,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t125a4.mp3],,,,,,,,,,,,
เท่าไร,How much?,TRUE,Thai::vocab,1504119762199,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t125a5.mp3],,,,,,,,,,,,
ก่ี บาท,How many Baht?,TRUE,Thai::vocab,1504119762200,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t125a6.mp3],,,,,,,,,,,,
เช็คบิล,Check please (at restaurant),TRUE,Thai::vocab,1504119762201,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t125a7.mp3],,,,,,,,,,,,
รถยนต์,car,TRUE,Thai::vocab,1504119762202,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t140a1.mp3],,,,,,,,,,,,
รถเมล์,bus,TRUE,Thai::vocab,1504119762203,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t140a2.mp3],,,,,,,,,,,,
รถตู้,van,TRUE,Thai::vocab,1504119762204,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t140a3.mp3],,,,,,,,,,,,
รถไฟ,train,TRUE,Thai::vocab,1504119762205,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t140a4.mp3],,,,,,,,,,,,
จักรยาน,bicycle,TRUE,Thai::vocab,1504119762206,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t140a5.mp3],,,,,,,,,,,,
จักรยานยนต์,motorbike,TRUE,Thai::vocab,1504119762207,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t140a6.mp3],,,,,,,,,,,,
เครื่องบิน,airplane,TRUE,Thai::vocab,1504119762208,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t140a7.mp3],,,,,,,,,,,,
ตั๋ว,ticket,TRUE,Thai::vocab,1504119762209,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t140a8.mp3],,,,,,,,,,,,
ครู,teacher (elementary school / high school),TRUE,Thai::vocab,1504119762210,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t140a9.mp3],,,,,,,,,,,,
อาจารย์,teacher / professor <br>(more polite),TRUE,Thai::vocab,1504119762211,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t140a10.mp3],,,,,,,,,,,,
ขับ,to drive,TRUE,Thai::vocab,1504119762212,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t141a1.mp3],,,,,,,,,,,,
ขี่,to ride,TRUE,Thai::vocab,1504119762213,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t141a2.mp3],,,,,,,,,,,,
ซื้อ,to buy,TRUE,Thai::vocab,1504119762214,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t141a3.mp3],,,,,,,,,,,,
ขาย,to sell,TRUE,Thai::vocab,1504119762215,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t141a4.mp3],,,,,,,,,,,,
มี,to have,TRUE,Thai::vocab,1504119762216,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t141a5.mp3],,,,,,,,,,,,
ใหญ่,big / large (size),TRUE,Thai::vocab,1504119762217,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t142a1.mp3],,,,,,,,,,,,
เล็ก,small,TRUE,Thai::vocab,1504119762218,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t142a2.mp3],,,,,,,,,,,,
สบาย,comfortable / happy,TRUE,Thai::vocab,1504119762219,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t142a3.mp3],,,,,,,,,,,,
ไม่สบาย,uncomfortable / unhappy,TRUE,Thai::vocab,1504119762220,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t142a4.mp3],,,,,,,,,,,,
อัน,piece (things in general use),TRUE,Thai::vocab,1504119762221,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t150a1.mp3],,,,,,,,,,,,
ตัว,"body | person (body) | self (one's own self) | physical form<br><br>clf. for animals, tables, chairs, garments, letters of the alphabet, dolls, cigarettes ",TRUE,Thai::vocab,1504119762222,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t150a2.mp3],,,,,,,,,,,,
ลูก,"offspring (descendant); kid (offspring); child (son or daughter) <br><br>round fruit, balls, medium size round objects",TRUE,Thai::vocab,1504119762223,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t150a3.mp3],,,,,,,,,,,,
คน,person / people (adults)<br><br>to stir,TRUE,Thai::vocab,1504119762224,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t150a4.mp3],,,,,,,,,,,,
ใบ,"n. leaf; foliage<br><br>clf. for glasses, cups, fruits, plates, bottles, boxes, bas, eggs, sheets of paper, containers; for leaves, fruits, various kinds of containers, slips of sheets of paper<br><br>blade<br><br>cups, backpacks, sheets, cards, flat objects",TRUE,Thai::vocab,1504119762225,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t150a5.mp3],,,,,,,,,,,,
ขวด,bottle,TRUE,Thai::vocab,1504119762226,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t150a6.mp3],,,,,,,,,,,,
แก้ว,beverages served in a glass,TRUE,Thai::vocab,1504119762227,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t150a7.mp3],,,,,,,,,,,,
คร้ัง,"occurrences, events",TRUE,Thai::vocab,1504119762228,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t150a8.mp3],,,,,,,,,,,,
หัว,head,TRUE,Thai::vocab,1504119762229,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t160a1.mp3],,,,,,,,,,,,
ผม,hair (of the head)<br><br>I,TRUE,Thai::vocab,1504119762230,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t160a2.mp3],,,,,,,,,,,,
หน้า,page / next / face / season,TRUE,Thai::vocab,1504119762231,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t160a3.mp3],,,,,,,,,,,,
ตา,eyes<br><br>maternal grandfather; grandfather (Opa Bruno),TRUE,Thai::vocab,1504119762232,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t160a4.mp3],,,,,,,,,,,,
หู,ears,TRUE,Thai::vocab,1504119762233,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t160a5.mp3],,,,,,,,,,,,
จมูก,nose,TRUE,Thai::vocab,1504119762234,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t160a6.mp3],,,,,,,,,,,,
ปาก,mouth,TRUE,Thai::vocab,1504119762235,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t160a7.mp3],,,,,,,,,,,,
ฟัน,teeth,TRUE,Thai::vocab,1504119762236,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t160a8.mp3],,,,,,,,,,,,
คอ,neck / throat,TRUE,Thai::vocab,1504119762237,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t161a1.mp3],,,,,,,,,,,,
หลัง,back,TRUE,Thai::vocab,1504119762238,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t161a2.mp3],,,,,,,,,,,,
ท้อง,stomach,TRUE,Thai::vocab,1504119762239,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t161a3.mp3],,,,,,,,,,,,
แขน,arms,TRUE,Thai::vocab,1504119762240,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t161a4.mp3],,,,,,,,,,,,
มือ,hands,TRUE,Thai::vocab,1504119762241,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t161a5.mp3],,,,,,,,,,,,
นิ้วมือ,fingers,TRUE,Thai::vocab,1504119762242,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t161a6.mp3],,,,,,,,,,,,
ขา,legs,TRUE,Thai::vocab,1504119762243,~Pocket Thai Vocab,leech ~Pocket-Thai-vocab,[sound:t161a7.mp3],,,,,,,,,,,,
เท้า,feet,TRUE,Thai::vocab,1504119762244,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t161a8.mp3],,,,,,,,,,,,
นิ้วเท้า,toes,TRUE,Thai::vocab,1504119762245,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t161a9.mp3],,,,,,,,,,,,
เลือด,blood,TRUE,Thai::vocab,1504119762246,~Pocket Thai Vocab,~Pocket-Thai-vocab,[sound:t161a10.mp3],,,,,,,,,,,,
"""ดวงเป็นตัวกำหนด""","""Destiny sets it""",FALSE,Thai::~phrases,1442747087892,~Speak like a Thai,leech ~Speak-like-a-Thai-vol-1,,,[sound:SLAT1_455 -Destiny sets it-.mp3],,,,,,455,,,[sound:SLAT1_455 -ดวงเป็นตัวกำหนด”.mp3],
