Front,Back,vocab?,deckName,noteId,modelName,tags,Audio,Description,English Audio,Image,Image to Thai name card,Literal,Mnemonic,Notes,Phrase No.,Picture,Region,Thai Audio,Thai audio,rank
ขนมปัง,bread,TRUE,Thai::vocab,1675058813557,Basic (+Audio),Thai::my-vocab,[sound:hypertts-7e6293b782bb4e2215d5ca789a7b4496a211e275348f89a166dda5c6.mp3],,,,,,,,,,,,,
ออก,leave / depart / get out / get off,TRUE,Thai::vocab,1675146134265,Basic (+Audio),Thai::my-vocab,[sound:hypertts-795c7e242f240d42963891fbe45f0c7c7e9f9ceabb566a8c98c1215c.mp3],,,,,,,,,,,,,
ซ่อน,hide,TRUE,Thai::vocab,1675232588604,Basic (+Audio),Thai::my-vocab,[sound:hypertts-b976690b4b9dba2bae6bdf688f0107f89d984dab6bee5a33c610d428.mp3],,,,,,,,,,,,,
ต้มเลือดหมู,Pork Blood Soup,FALSE,Thai::~~food::dishes,1675433784367,Thai Food,Thai::dish,,,,"<img src=""img7426356954439378278.jpg"">",,,,,,,,,[sound:hypertts-91d6f2cbff70fd4667589ba48a0b7a4da71823b54957a398d286c0b1.mp3],
เงินสด,cash,TRUE,Thai::vocab,1675838729336,Basic (+Audio),Thai::my-vocab,[sound:hypertts-630ef80c33b7a1d5dec2ce9c771b6755bfbee3407322e7d7b1d32a78.mp3],,,,,,,,,,,,,
ไอ้เหี้ย,asshole ,TRUE,Thai::vocab,1676005298591,Basic (+Audio),Thai::my-vocab,[sound:hypertts-2bebcb6b9be26b41e6fff2ed1d7c9c874a5644abb8ab703193dc6010.mp3],,,,,,,,,,,,,
ไอ้สัตว์,son of a bitch ,TRUE,Thai::vocab,1676005335939,Basic (+Audio),Thai::my-vocab,[sound:hypertts-3d2ae1b738a87c63b60e21fe34323fe73424a4c3eb6b989fe99f757a.mp3],,,,,,,,,,,,,
ปลาทอดราดน้ำปลา,Fried fish with sweet fish sauce,FALSE,Thai::~~food::dishes,1676109949217,Thai Food,Thai::dish,,"<div>I’m aware the description of this dish isn’t the most exciting. “Fried fish with sweet fish sauce” is far more likely to confuse than excite you—I get that. However, it’s the best thing I can come up with to represent its Thai name, pla thot rat nam pla (ปลาทอดราดน้ำปลา), literally “fried fish drenched in fish sauce,” which is even less invitin and not as informative as it should be since it fails to communicate the fact that the fish sauce is actually seasoned and not straight from the bottle.</div><div>The dish doesn't look exciting either. It's very plain: a fried fish on a platter with a bowl of equally unexciting-looking sauce. That's why some restaurants needlessly pile cilantro sprigs on top or serve it with kitschy garnishes like thin slices of daikon, shaped into a flower with its petals dyed pink with either beet juice or food coloring.</div><br>",,"<img alt=""ปลากระพงทอดน้ำปลา | อาหารไทย"" src=""paste-46270fd273d53b25b702751695b711d83f49b11d.jpg"">",,,,,,,,,[sound:hypertts-7ec1715ec5396edc858d3984f246c8af97749dc83b985cf4214cbf07.mp3],
ข้าวหลาม,Bamboo Sticky Rice,FALSE,Thai::~~food::dishes,1676112047177,Thai Food,Thai::dish,,,,"<img alt=""ข้าวหลาม"" src=""paste-e2339017f5c836f6b6e93bba80731866ccc58aaa.jpg"">",,,,,,,,,[sound:hypertts-c6d9415db9967757def009c4ebdc7f143f28c154b8e3a5906b428097.mp3],
ขนมเบื้อง,Crispy Thai Crêpes,FALSE,Thai::~~food::dishes,1676112256585,Thai Food,leech Thai::dish,,"Khanom bueang are usually first topped or filled with meringue, followed by sweet or salty toppings such as shredded coconut, Foi Thong (strips of fried eggs or egg yolks), or chopped scallions.",,"<img src=""thaipancake-1.jpg""><img alt=""ขนมเบื้องโบราณ ขนมไทยยอดนิยมที่ทำทานเองได้ง่าย ๆ - bakery-lover.com"" src=""paste-c84a8a3177e0827e21e6685fc2f3ec5c9168e888.jpg"">",,,,,,,,,[sound:hypertts-91a9507890ae27b7f9e0b60b6fe27c37ba852bbf9e5bd21709a8e059.mp3],
กล้วยแขก,Thai Fried Bananas,FALSE,Thai::~~food::dishes,1676112394702,Thai Food,Thai::dish,,,,"<img alt=""สูตรวิธีการทำกล้วยแขกกล้วยทอด2 - ที่นี่มีสาระ"" src=""paste-865238624b2b4bedd495635920e5156278e5a57a.jpg"">",,,,,,,,,[sound:hypertts-30098cace8976fc830df5ea4b4e35a4df1f4b8820e26bf427159bedb.mp3],
ราด,pour,TRUE,Thai::vocab,1676184837347,Basic (+Audio),Thai::my-vocab,[sound:hypertts-2c263e3b12f66a7ce0aac69d1bbb63a00fd22930a3f1d19a176b936e.mp3],,,,,,,,,,,,,
คั่ว,roast,TRUE,Thai::vocab,1676354162642,Basic (+Audio),Thai::my-vocab,[sound:hypertts-753eb22195bcef2ba5bc2c137dd03f412adb9f7ce638ff59aa75b4fb.mp3],,,,,,,,,,,,,
กะทิ,coconut milk,TRUE,Thai::vocab,1676354357836,Basic (+Audio),Thai::my-vocab,[sound:hypertts-ba2ddd2bbfe28bab961456b54433a1f106d3c5e4fc3a02f26607d796.mp3],,,,,,,,,,,,,
เยอะ,a lot / many (amount),TRUE,Thai::vocab,1676524114833,Basic (+Audio),Thai::my-vocab,[sound:hypertts-78aee3764316e8da25eeb44ad0a895c5a9823bdecee6aa2699e23393.mp3],,,,,,,,,,,,,
ลับ,secret,TRUE,Thai::vocab,1676528255871,Basic (+Audio),Thai::my-vocab,[sound:hypertts-eb3f04ff61ac9785a4defae2169920f1f5baf3f8c1cbe3a2ceb0cc9e.mp3],,,,,,,,,,,,,
ป่า,jungle / forest,TRUE,Thai::vocab,1676528810491,Basic (+Audio),Thai::my-vocab,[sound:hypertts-a3b75ad0ab6fa1c9de7376b8c83b88c773e57f36b52220187b234b25.mp3],,,,,,,,,,,,,
"""สำคัญอย่างยิ่ง""",extremely important,FALSE,Thai::~phrases,1676721441130,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep018,[sound:18-1.mp3],,,,,,,,,,,,,
"""อร่อยสุด ๆ (ไปเลย)""",It’s super delicious!,FALSE,Thai::~phrases,1676721761719,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep018,[sound:18b.mp3],,,,,,,,,,,,,
"""ทำไมไม่กินล่ะ อร่อยจะตาย""",“Why didn’t you eat it? It’s super delicious.”,FALSE,Thai::~phrases,1676721950669,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep018,[sound:18c.mp3],,,,,,,,,,,,,
"""อร่อยเว่อ""",super delicious,FALSE,Thai::~phrases,1676728987176,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep018,[sound:18d.mp3],,,,,,,,,,,,,
"""ร้อนจัด""",very hot,FALSE,Thai::~phrases,1676729171972,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep018,[sound:18e.mp3],,,,,,,,,,,,,
แรก,first,TRUE,Thai::vocab,1676787437616,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-7fc6e1f02157844bdc604a2518d66b4d734a73f8807a6832cc44c133.mp3],,,,,,,,,,,,,
"""ไม่เก่งหรอกครับ""",“Not at all.” / “I’m not good.”<br>(when complimented) ,FALSE,Thai::~phrases,1676834529018,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep012,[sound:12a.mp3],,,,,,,,,,,,,
"""ยังต้องเรียนอีกเยอะ""",“There’s still a lot for me to learn.”,FALSE,Thai::~phrases,1676834728268,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep012,[sound:12b-617caec5340fe5a4df200bceaf49e3e1257214c7.mp3],,,,,,,,,,,,,
"""ยังต้องฝึกอีกเยอะ""",“I still need to practice a lot.”,FALSE,Thai::~phrases,1676834858135,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep012,[sound:hypertts-1a7f00a646206d246365e6978d9fe82296374277fb66c94228fd86d2.mp3],,,,,,,,,,,,,
"""มีกำลังใจเรียนต่อเลย""",“Your compliment makes me want to keep learning.” / “I feel encouraged to keep learning.”,FALSE,Thai::~phrases,1676834981339,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep012,[sound:12d.mp3],,,,,,,,,,,,,
"""ก็คุณช่วยสอนให้เยอะเลย""",“Because you taught me a lot.”,FALSE,Thai::~phrases,1676835396005,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep012,[sound:12f.mp3],,,,,,,,,,,,,
"""จริงๆก็เพราะว่าคุณช่วยสอนให้เยอะเลย""","“Actually, that’s because you taught me a lot.”",FALSE,Thai::~phrases,1676835505841,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep012,[sound:12g.mp3],,,,,,,,,,,,,
การนวดต่อมลูกหมาก,prostate massage,TRUE,Thai::vocab,1676873520447,Basic (+Audio),Thai::my-vocab,[sound:hypertts-d1d4d6cbf968c7b19a91d5fd9efd16288d45ad155d4b68ce061093e7.mp3],,,,,,,,,,,,,
ผีเสื้อ,butterfly,TRUE,Thai::vocab,1676873798105,Basic (+Audio),Thai::my-vocab,[sound:hypertts-6a5d462e7a7270842129da2c8ae0adf78992404016e41784cb13a2c9.mp3],,,,,,,,,,,,,
จับ,catch / hold,TRUE,Thai::vocab,1676958937059,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-83a6fb5ed70b1598c420fa99dd8c2d3b9b09080eb8346e6f802b9657.mp3],,,,,,,,,,,,,
ยอดมะพร้าวอ่อน,young coconut shoots ,TRUE,Thai::vocab,1676959165357,Basic (+Audio),Thai::my-vocab,[sound:hypertts-7e2fcc775c20e594124c6b00b41e99612dad826e343a63d53a452ffe.mp3],,,,,,,,,,,,,
"""น้องครับ ไปห้างเอ็มโพเรียมไหมครับ""","“Driver, do you go to the Emporium shopping mall?”",FALSE,Thai::~phrases,1677331724463,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep014,[sound:14a.mp3],,,,,,,,,,,,,
"""ราคาเหมาจ่ายหรือว่าใช้มิเตอร์ครับ""",“Is it a flat rate or metered?”,FALSE,Thai::~phrases,1677331834857,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep014,[sound:14b.mp3],,,,,,,,,,,,,
"""ใช้มิเตอร์ได้ไหมครับ""",“Can we use the taximeter”?,FALSE,Thai::~phrases,1677331932422,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep014,[sound:14c.mp3],,,,,,,,,,,,,
"""เหมาจ่ายเท่าไหร่ครับ""",“How much is the flat rate?”,FALSE,Thai::~phrases,1677332007558,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep014,[sound:14d.mp3],,,,,,,,,,,,,
"""ใกล้นิดเดียวเอง สามร้อยได้ไหม""",“It’s just close by. How about three hundred Baht?”,FALSE,Thai::~phrases,1677332066332,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep014,[sound:14e.mp3],,,,,,,,,,,,,
"""ขอโทษครับ งั้นไม่ไปครับ""","“Sorry, in that case I’m not going.”",FALSE,Thai::~phrases,1677332134051,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep014,[sound:14f.mp3],,,,,,,,,,,,,
"""จอดตรงนี้ครับ""","“Stop here, please.”",FALSE,Thai::~phrases,1677332205330,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep014,[sound:14g.mp3],,,,,,,,,,,,,
"""จอดข้างหน้าห้างครับ""",“Stop in front of the department store please.”,FALSE,Thai::~phrases,1677332261214,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep014,[sound:14h.mp3],,,,,,,,,,,,,
"""นี่ครับ สองร้อยบาท ไม่ต้องทอนครับ""",“Here you are. Two hundred Baht. Keep the change.”,FALSE,Thai::~phrases,1677332332243,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep014,[sound:14i.mp3],,,,,,,,,,,,,
ฝึก,practice ,TRUE,Thai::vocab,1677392396264,Basic (+Audio),Thai::my-vocab,[sound:hypertts-48b975cc2d08d76dbf79c5a80facf2b8e9aa031ee3aacae19c4e1da6.mp3],,,,,,,,,,,,,
ต่อ,continue ,TRUE,Thai::vocab,1677392574279,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-9a53b4e96b298daaa04317743a12ca89e248eb845f381c8adf0810c5.mp3],,,,,,,,,,,,,
เป็ด,duck,TRUE,Thai::vocab,1677393602405,Basic (+Audio),Thai::my-vocab,[sound:hypertts-36afc63c4e1823ceb2b5ffab1b73c3a07899de78cdc0b87572c415b0.mp3],,,,,,,,,,,,,
ดังๆ,loudly,TRUE,Thai::vocab,1677475056954,Basic (+Audio),Thai::my-vocab,[sound:hypertts-b81893d2f3fa49e3cd9fe482e4c15a89efa77d2eadaab03bfec76e2f.mp3],,,,,,,,,,,,,
ลางสังหรณ์,premonition,TRUE,Thai::vocab,1677781617889,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-986492fa83d17c20f998c1e8c3ec6b28413342d18175af27d5949ae1.mp3],,,,,,,,,,,,,
เหมาจ่าย,flat rate,TRUE,Thai::vocab,1677822208098,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-ba4049592304965b9ea90a707f198c0341ce27f3830ce90dd3253e53.mp3],,,,,,,,,,,,,
ห้าง,department store,TRUE,Thai::vocab,1677822426730,Basic (+Audio),Thai::my-vocab,[sound:hypertts-4fecf9b19f39e8d1a803feff40f100c3554a99c89845aa1e58ff5265.mp3],,,,,,,,,,,,,
แยะ,many,TRUE,Thai::vocab,1677822799840,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-183d462d8d5d7aff10819df7dd35aaba870c116bcf2acdb7ef6c0a16.mp3],,,,,,,,,,,,,
ผัดกระเฉดหมูกรอบ,Stir Fried Water Mimosa with Crispy Pork Belly,FALSE,Thai::~~food::dishes,1677846431418,Thai Food,Thai::dish,,,,"<img src=""img1704319511844506249.jpg"">",,,,,,,,,[sound:hypertts-0d9c15cc022191b6daf80be513d32cf57d82f0bc6a6b08b324f03b41.mp3],
ผัดพริกหยวก,Stir Fried Green Pepper,FALSE,Thai::~~food::dishes,1677846665446,Thai Food,Thai::dish,,,,"<img src=""img619445369980694959.jpg"">",,,,,,,,,[sound:hypertts-747961684cbc905e3a92e596a9439e0d05ef06cb680188e38460cb07.mp3],
ข้าวผัดหมึกกุ้ง,Shrimp Squid Fried Rice,FALSE,Thai::~~food::dishes,1677846842013,Thai Food,Thai::dish,,,,"<img src=""img8106871490542131828.jpg"">",,,,,,,,,[sound:hypertts-64fe2fc68a193e8370ed1b85534d37517081b98f02ebba299876ffb9.mp3],
ต้มยำทะเล น้ำข้นน้ำไม่,Creamy Seafood Tom Yum Soup,FALSE,Thai::~~food::dishes,1677846995799,Thai Food,Thai::dish,,,,"<img src=""img2381760807492904962.jpg"">",,,,,,,,,[sound:hypertts-0be3f2ce1bf33ab925e2fcae705d961e3ccc95c58e6b2765e9344f62.mp3],
ข้าวต้มหมึก-กุ้ง,Boiled rice with squid and shrimp,FALSE,Thai::~~food::dishes,1677847233283,Thai Food,Thai::dish,,,,"<img src=""img13604650288732911.jpg"">",,,,,,,,,[sound:hypertts-df18177fafc3a649742d83ed2115174248093321a9a5fe6ef04c196c.mp3],
ยำรวมมิตร,Spicy Mixed Salad,FALSE,Thai::~~food::dishes,1677847396025,Thai Food,Thai::dish,,,,"<img src=""1e3ca556dc5a4c2584d0f53ac869d963-2940230171.jpg"">",,,,,,,,,[sound:hypertts-d762ebd3c5040509ad01754459b4d23874f3fc808aaee4bdf05c67c7.mp3],
เพื่อนบ้าน,"<b><span style=""font-weight: 400;"">neighbor</span></b>",TRUE,Thai::vocab,1677923177192,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:22a.mp3],,,,,,,,,,,,,
เพื่อนสนิท,"<b><span style=""font-weight: 400;"">close friend</span></b>",TRUE,Thai::vocab,1677923324825,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:22b.mp3],,,,,,,,,,,,,
เพื่อนรัก,best friend,TRUE,Thai::vocab,1677923457095,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:22d.mp3],,,,,,,,,,,,,
"""เจมี่เป็นเพื่อนรักของผมมายี่สิบปีแล้ว""","<b><span style=""font-weight: 400;"">Jamie has been my best friend for 20 years.</span></b>",FALSE,Thai::~phrases,1677923672813,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:22e.mp3],,,,,,,,,,,,,
"""เพื่อนร่วมงาน""","<b><span style=""font-weight: 400;"">colleague</span></b>",FALSE,Thai::~phrases,1677923747742,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:22f.mp3],,,,,,,,,,,,,
"""เพื่อนร่วมทีม""","<b><span style=""font-weight: 400;"">teammate</span></b>",FALSE,Thai::~phrases,1677923915104,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:22g.mp3],,,,,,,,,,,,,
"""เพื่อนร่วมห้อง""","<b><div><span style=""font-weight: 400;"">roommate / classmate</span></div></b>",FALSE,Thai::~phrases,1677924130845,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:22h.mp3],,,,,,,,,,,,,
"""เพื่อนกิน""","<b><div><span style=""font-weight: 400;"">false friend / fair-weather friend</span></div></b>",FALSE,Thai::~phrases,1677924245846,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:22i.mp3],,,,,,,,,,,,,
"""เพื่อนตาย""",real friend / true friend,FALSE,Thai::~phrases,1677924315360,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:a.mp3],,,,,,,,,,,,,
"""เพื่อนกินหาง่าย เพื่อนตายหายาก""","<b><div><span style=""font-weight: 400;"">“It’s easy to find false friends, but difficult to find real friends.” (Thai proverb)</span><br></div></b>",FALSE,Thai::~phrases,1677924444861,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep022,[sound:a-dc74ecdd9bb34b886f9883b4302e31a3d1561850.mp3],,,,,,,,,,,,,
จอด,park (a car) ,TRUE,Thai::vocab,1678256217181,Basic (+Audio),Thai::my-vocab,[sound:hypertts-6ade12e7309ae6cc7fdd87f12f125621116f6e601cb3f12bff728598.mp3],,,,,,,,,,,,,
ยอม,agree / surrender ,TRUE,Thai::vocab,1678257439234,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-e97641f9298890001800709b62eec652a8677981d3b20abe099080f5.mp3],,,,,,,,,,,,,
พื้นๆ,garden-variety (common)<br><br>tawdry (ordinary)<br><br>facile (superficial)<br><br>ordinary (usual),TRUE,Thai::vocab,1678257741922,Basic (+Audio),Thai::my-vocab,[sound:hypertts-5d03abaf5152a55d9bcd5bbabfe12727eaf0dcf49a676a72776752ee.mp3],,,,,,,,,,,,,
ข้างหน้า,front ,TRUE,Thai::vocab,1678344451183,Basic (+Audio),Thai::my-vocab,[sound:hypertts-cea5df58b23666240124992151ef01783f6dc6eb03f9a52435ae82d1.mp3],,,,,,,,,,,,,
ทอน,money given as change,TRUE,Thai::vocab,1678514630923,Basic (+Audio),Thai::my-vocab,[sound:hypertts-ffba1196bd2cf10ad6eb400f3472fbb7692bff4712d93d4ff63ab99c.mp3],,,,,,,,,,,,,
พร้อม,simultaneously ,TRUE,Thai::vocab,1678601782414,Basic (+Audio),Thai::my-vocab,[sound:hypertts-6f39caceac6a06ab9c05f52f8277731a19e5b4fa6a82fc7a239d80f6.mp3],,,,,,,,,,,,,
เกิน,over ,TRUE,Thai::vocab,1678856948361,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-a8bb19001bb2245082bfdb7d5772edfe1bb73d0c1d49cfaf3eaac873.mp3],,,,,,,,,,,,,
อื่น,another ,TRUE,Thai::vocab,1679119421060,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-3b2436ef47594e17df5f69e418d7ee1cf78b8bf960a28accf30c9c10.mp3],,,,,,,,,,,,,
ข้าวแช่,rice in ice water,FALSE,Thai::~~food::dishes,1679128016577,Thai Food,Thai::dish,,,,"<img src=""img7381711305600688767.jpg"">",,,,,,,,,[sound:hypertts-d51abaa5517ccef1d95731a63aedd2188c7d4f1e92e357ddcadac88f.mp3],
หมู่นี้,these days ,TRUE,Thai::vocab,1679211479024,Basic (+Audio),Thai::my-vocab,[sound:hypertts-2910d417c96ffdd7dfe3199c7b3091ed832f011a90a6514ffa4ea1e1.mp3],,,,,,,,,,,,,
"""รอยยิ้มของคุณสวย""",You have a beautiful smile. ,FALSE,Thai::~phrases,1679374726749,Basic reversed (+Audio),leech Thai::my-phrase,[sound:hypertts-0d16be9fd734b19abfc93a49e310d732332a575c3da2d85cb290d2a7.mp3],,,,,,,,,,,,,
ผ้า,cloth,TRUE,Thai::vocab,1679724572757,Basic (+Audio),Thai::my-vocab,[sound:hypertts-ce10f97597610201995bd89e1673ea215e6495386da3476cb51fa04b.mp3],,,,,,,,,,,,,
๒,2 - สอง,FALSE,Thai::~~basics::consonants,1679733319514,Basic (+Audio on back),Thai::number,[sound:t120a3.mp3],,,,,,,,,,,,,
๓,3 - สาม,FALSE,Thai::~~basics::consonants,1679733357955,Basic (+Audio on back),Thai::number,[sound:t120a4.mp3],,,,,,,,,,,,,
๔,4 - ส,FALSE,Thai::~~basics::consonants,1679733402840,Basic (+Audio on back),leech Thai::number,[sound:t120a5.mp3],,,,,,,,,,,,,
๕,5 - ห้า,FALSE,Thai::~~basics::consonants,1679733459055,Basic (+Audio on back),leech Thai::number,[sound:t120a6.mp3],,,,,,,,,,,,,
๖,6 - หก,FALSE,Thai::~~basics::consonants,1679733507559,Basic (+Audio on back),Thai::number,[sound:t120a7.mp3],,,,,,,,,,,,,
๗,7 - เจ็ด,FALSE,Thai::~~basics::consonants,1679733551025,Basic (+Audio on back),Thai::number,[sound:t120a8.mp3],,,,,,,,,,,,,
๘,8 - แปด,FALSE,Thai::~~basics::consonants,1679733625159,Basic (+Audio on back),Thai::number,[sound:t120a9.mp3],,,,,,,,,,,,,
๙,9 - เก้า,FALSE,Thai::~~basics::consonants,1679733667296,Basic (+Audio on back),leech Thai::number,[sound:t120a10.mp3],,,,,,,,,,,,,
๐,0 - ศูนย์,FALSE,Thai::~~basics::consonants,1679733735935,Basic (+Audio on back),Thai::number,[sound:t120a1.mp3],,,,,,,,,,,,,
๑,1 -&nbsp;<a>หนึ่ง</a>,FALSE,Thai::~~basics::consonants,1679734382947,Basic (+Audio on back),Thai::number,[sound:t120a2.mp3],,,,,,,,,,,,,
ซ่อง,brothel,TRUE,Thai::vocab,1680213204077,Basic (+Audio),Thai::my-vocab,[sound:hypertts-1fed80ef605dfec6e6011d34224464dfedd86b71e1e671dca0466c21.mp3],,,,,,,,,,,,,
ผัดเส้นจันทปู,Stir Fried Crab Noodles,FALSE,Thai::~~food::dishes,1680270866609,Thai Food,Thai::dish,,,,"<img src=""img5583665838114587730.jpg"">",,,,,,,,,[sound:hypertts-da126caa6a7f3d95617a4b811fe9765fcf50a200de778d49a700aadd.mp3],
ได้ยิน,hear ,TRUE,Thai::vocab,1680327853550,Basic (+Audio),Thai::my-vocab,[sound:hypertts-3d3483898a535689823718f5a641db8937644a39043a8cf223d9f271.mp3],,,,,,,,,,,,,
พริกจินดา,"Jinda Chillies<br><br><img src=""chinda-chilli-productive-R.jpg"">",TRUE,Thai::vocab,1682493485579,Basic (+Audio),Thai::my-vocab,[sound:hypertts-e20594cb3743950f5d016cae7835eb3de3166989405cd59e7bd8ad7e.mp3],,,,,,,,,,,,,
สีน้ำเงิน,dark blue,TRUE,Thai::vocab,1683350018506,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-4899b343fb193e8e99e4ae28d275158a5438e44d601d6beff8b36082.mp3],,,,,,,,,,,,,
สีเขียวแก่,dark green ,TRUE,Thai::vocab,1683350147030,Basic (+Audio),Thai::my-vocab,[sound:hypertts-37a3a6b6aebca4b2b911a08313eb1ae018503db90155ae9003f8966d.mp3],,,,,,,,,,,,,
เห็นใจ,sympathetic,TRUE,Thai::vocab,1683608318912,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-783452f5d0d0e18cd81f4f65817b4144ab6dc4a4347585c18754af49.mp3],,,,,,,,,,,,,
แก้ผ้า,naked,TRUE,Thai::vocab,1683659327378,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-c54a0ff81b3b66e9d2955eb5459b3a01d7c77cacbf0f6a0259a85360.mp3],,,,,,,,,,,,,
ปั่น,spin,TRUE,Thai::vocab,1683698090108,Basic (+Audio),Thai::my-vocab,[sound:hypertts-f3496214bc761b82fb24e63b9252b6189a59f72413523a2ff9ca0d15.mp3],,,,,,,,,,,,,
หลาย,many,TRUE,Thai::vocab,1683699009557,Basic (+Audio),Thai::my-vocab,[sound:hypertts-ce7567e190d14c48d1de89d22317576317a26e8fff9c499eddd066f7.mp3],,,,,,,,,,,,,
ฝีมือ,workmanship,TRUE,Thai::vocab,1683776488582,Basic (+Audio),Thai::my-vocab,[sound:hypertts-f18553c5b6660373496ec38cc1431b31bd0b8888d740e29495e1fd2b.mp3],,,,,,,,,,,,,
แย่ง,snatch<br><br>fight over ,TRUE,Thai::vocab,1684133979269,Basic (+Audio),Thai::my-vocab,[sound:hypertts-c8bbb111f2309f43a2b4cabffd73d7867c2c30bb803ead36581cd949.mp3],,,,,,,,,,,,,
เข้า,"[to] enter; reach; get into
<br>in; into
<br>[to] get along with; be compatible with",TRUE,Thai::vocab,1684296283168,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-70894e2dc4654803c012ed361ff61e72c72cce1e553357031a7fd418.mp3],,,,,,,,,,,,,
ขนาด,size; magnitude; dimension,TRUE,Thai::vocab,1684475467584,Basic (+Audio),Thai::my-vocab,[sound:hypertts-80268849e981650b7e3d62c4de52fcba7b85be3c20efafd11dcd7747.mp3],,,,,,,,,,,,,
เช่า,lease,TRUE,Thai::vocab,1684562739091,Basic (+Audio),Thai::my-vocab,[sound:hypertts-32b8b0722656938788e15b5ebdd0990577a4c9753e880fa2d9465ab7.mp3],,,,,,,,,,,,,
เงินทอน,change from a purchase ,TRUE,Thai::vocab,1684567467205,Basic (+Audio),Thai::my-vocab,[sound:hypertts-f3d22a5d629902ec8f1a5d72e8ca9f018e24e90dac04eab77acc554b.mp3],,,,,,,,,,,,,
"""ยังไม่ได้เงินทอน""",I haven't received my change yet. ,FALSE,Thai::~phrases,1684567742558,Basic (+Audio) & reversed,~Essential-Thai,[sound:nochangeyet.mp3],,,,,,,,,,,,,
"""ลดให้หน่อยได้มั้ย""",Can you reduce the price? ,FALSE,Thai::~phrases,1684567803219,Basic (+Audio) & reversed,~Essential-Thai,[sound:canyoureducetheprice.mp3],,,,,,,,,,,,,
"""ที่โน่น​""",over there; there; yonder,FALSE,Thai::~phrases,1684568525395,Basic (+Audio) & reversed,~Essential-Thai,[sound:wayoverthere.mp3],,,,,,,,,,,,,
"""ตรงไป""",go straight ,FALSE,Thai::~phrases,1684568660666,Basic (+Audio) & reversed,~Essential-Thai,[sound:gostraight.mp3],,,,,,,,,,,,,
"""เลี้ยวขวา""",turn right ,FALSE,Thai::~phrases,1684568729716,Basic (+Audio) & reversed,~Essential-Thai,[sound:turnright.mp3],,,,,,,,,,,,,
"""เลี้ยวซ้าย""",turn left ,FALSE,Thai::~phrases,1684568860380,Basic (+Audio) & reversed,~Essential-Thai,[sound:turnleft.mp3],,,,,,,,,,,,,
