Word,In Anki?
งั้น,True
สุภาพ,False
ชาวนา,False
เพดาน,False
บ่งบอก,False
ร้ายแรง,False
กลางวัน,False
เทียน,False
กำ,True
กำจัด,False
ประดิษฐ์,False
บูชา,False
ใส่ใจ,False
บัว,False
บ่อ,False
หลุด,False
ต่างหาก,False
คม,False
เฉย,False
เจ้าฟ้า,False
นิติกรรม,False
ประชากร,False
คนไข้,False
กระทั่ง,False
ผู้บริหาร,False
แสวงหา,False
กล,False
ศักยภาพ,False
มงคล,True
คนใช้,False
สง,False
ที่แล้ว,False
มหาศาล,False
ครอบครอง,False
อ่อนแอ,True
ครั้งนั้น,False
รู้ตัว,False
คิว,False
ขอบคุณ,False
จอด,True
เจาะ,True
เสียใจ,True
พาณิชย์,False
ขยายตัว,False
รี่,False
ทรัพยากร,False
เล่าเรียน,False
แผนก,False
เพียงใด,False
วุ่นวาย,False
หลังคา,True
รุ,False
ปราศจาก,False
เจ,True
โชคดี,False
กระจก,False
ยากจน,False
ศิลปิน,False
หลีกเลี่ยง,False
กลไก,False
เหมือนเดิม,False
ตกแต่ง,False
ถ้อยคำ,False
ประทับ,True
เลือกตั้ง,False
ท่าทาง,True
ความมั่นใจ,False
ลึกซึ้ง,False
เคลื่อน,False
ภา,False
ความเสียหาย,False
ขยะ,False
เท่าใด,False
เอ่ย,False
ย่า,True
วัสดุ,False
นม,True
ป้อน,False
กัด,True
ประมาท,False
ชายหนุ่ม,False
เดี่ยว,False
แนวโน้ม,False
ดังที่,False
ชัก,False
แทรก,False
แข่ง,False
เงา,False
บัญญัติ,False
ก่อนหน้า,False
ซ่อม,False
กู้,False
รบกวน,False
ร่วง,False
วินาที,False
วัตถุประสงค์,False
ร้องไห้,True
หน,False
กล่าวคือ,False
ต้นทุน,False
ตกใจ,True
ผลไม้,True
รุ่ง,False
รสนิยม,False
รองรับ,False
จักร,False
ส่วนร่วม,False
สมัยใหม่,False
ตำนาน,False
กระนั้น,False
ตรงกัน,False
สำนึก,True
จันทร์,False
เสื่อม,False
เมล็ด,True
นนท์,False
สบายใจ,True
รัฐสภา,False
ศีรษะ,False
พระราชทาน,False
นับแต่,False
ร่ำรวย,False
มหานคร,True
กาแฟ,True
ฟิล์ม,False
ใบหน้า,False
เดี๋ยวนี้,False
เข้ม,False
แน่น,True
เห็นใจ,True
ปั้น,False
จำพวก,False
ไหม้,False
ยุ,False
กั้น,False
เมื่อไร,True
นัย,False
ยืด,False
ข้อเสนอ,False
วิจารณ์,False
ขุน,False
ปฏิวัติ,False
ข้าวสาร,False
แพร่,False
ยกเลิก,False
ข่าวสาร,False
กษัตริย์,False
เทวดา,False
ต่างจังหวัด,False
ข้อเท็จจริง,False
อด,True
เศรษฐี,False
ชาติไทย,False
เนื้อที่,False
เครือข่าย,False
พุทธศาสนา,False
คัด,False
คำนวณ,False
ฟื้นฟู,False
พิการ,False
ว่าที่,False
ดูด,False
ความรุนแรง,False
องค์ประกอบ,False
ปรกติ,False
ขณะเดียวกัน,False
มารยาท,False
เงินเดือน,True
ทดแทน,False
เชื่อมโยง,False
ผู้จัดการ,False
แต่อย่างใด,False
ชนชั้น,False
เอื้อ,False
ปัก,False
พุ่ง,False
หลอก,True
ท่าที,False
โอน,False
ราก,False
ทิพย์,False
ขี้,True
ค่าย,False
สภาวะ,False
ต่างชาติ,False
มืด,False
ทัพ,True
ทั้งคู่,False
ประกอบการ,False
ดีใจ,True
วรรณ,False
ขณะนั้น,False
ขุด,False
ขณะนี้,False
เต้น,True
กางเกง,True
ความชอบ,False
กีฬา,True
เค้า,False
แก่น,False
ผา,False
ติดตัว,False
บุคลากร,False
แผ่,True
ค้น,False
ผู้เชี่ยวชาญ,False
พยาน,False
พฤษภาคม,False
ความกลัว,False
ซื่อสัตย์,False
อย่างเช่น,False
ดั่ง,False
ภู,False
วิเศษ,False
มณี,False
คัดเลือก,False
ลาออก,False
กำกับ,False
ธันวาคม,False
สละ,False
คุ,False
ภาคภูมิใจ,False
ชายฝั่ง,False
รัง,False
นางเอก,False
วาจา,False
บ่าย,True
เยาวชน,False
ดอกเบี้ย,False
รูปทรง,False
ระบอบ,False
ยกย่อง,False
เข้าหา,False
บังเอิญ,False
แผนที่,True
รื้อ,False
เซลล์,False
กันยายน,False
สงวน,False
หนา,False
ยง,False
ทาส,False
เสียสละ,False
ต้ม,True
เลว,True
ล้อ,False
อำนวย,False
ดำเนินงาน,False
ซอย,True
ภาคใต้,False
ครัว,False
นิสิต,False
เผ่า,False
ตัวผู้,False
ผลักดัน,False
ครั้น,False
เกม,False
ฟอง,True
ตอนแรก,False
สอด,False
สีสัน,False
ผลผลิต,False
ประพฤติ,False
ภารกิจ,False
เอาใจใส่,False
สถิติ,False
กุ้ง,True
เนี่ย,True
จำเลย,False
จัง,True
บ้านเรือน,False
กระโดด,False
ชีวิตชีวา,False
เพียงแค่,False
เหลือเกิน,False
แย่,True
บก,False
รับใช้,False
เสน่ห์,True
ตรี,False
ปก,False
เอกลักษณ์,False
สมัยก่อน,False
หล่อ,True
มกราคม,False
จอ,True
มัง,False
เบื้อง,False
ทะเบียน,False
ผู้ชม,False
เครียด,True
ทะเลาะ,False
พร้อมทั้ง,False
คุ้ม,True
เก้าอี้,True
ทีวี,True
ประมง,False
อัตโนมัติ,False
ผนัง,True
ศาสตร์,False
พัด,False
เทป,False
แย่ง,True
คำแนะนำ,False
มัธยม,False
ครอบคลุม,False
ทำมาหากิน,False
โปรแกรม,False
ราบรื่น,False
บัดนี้,False
ไพเราะ,False
คลอด,False
กึ่ง,False
เอียง,False
ผจญภัย,False
น้ำตา,False
บันเทิง,False
แผนการ,False
ปู่,True
มิถุนายน,False
เครือ,False
จริยธรรม,False
ทำตัว,False
เมษายน,False
สมาธิ,False
เลขาธิการ,False
เสพ,False
ทำบุญ,True
ไผ่,False
พลาง,False
เมา,False
เหมา,True
ขวาง,False
ถ้วย,True
จุดหมาย,False
ประทาน,False
ล้มเหลว,False
มุ่งมั่น,False
สถานะ,False
มหัศจรรย์,False
กองทุน,False
วะ,True
ชรา,False
ศีลธรรม,False
พลาด,False
บุคลิก,False
ทรมาน,False
เครื่องดื่ม,False
ออม,False
ทอ,False
โดยทั่วไป,False
ห้องน้ำ,True
ศูนย์กลาง,False
คอน,False
วิถี,False
บรรลุ,False
เบอร์,False
ยุ่งยาก,False
ศิลป์,False
ข้อตกลง,False
ตกเป็น,False
เจ็บป่วย,False
ใบไม้,True
ผู้ผลิต,False
ตัก,False
เอาเปรียบ,False
ผิดหวัง,False
โมง,False
สม่ำเสมอ,False
ตัวละคร,False
มิให้,False
ปราบ,False
คุณหมอ,False
ร่องรอย,False
บ่น,False
ใช้จ่าย,False
แม่บ้าน,False
ยากลำบาก,False
สำนวน,False
เตียง,False
ชิง,True
บาน,False
อุบัติเหตุ,False
ตาก,False
แวะ,True
ผู้ใช้,False
มอบหมาย,False
รวมตัว,False
ถอย,True
พญา,False
ใหญ่โต,False
ด้อย,False
โชว์,False
ธาตุ,False
เวียน,False
ขบวน,False
สงสาร,True
ขี่,True
ย่าน,False
อักษร,True
เที่ยง,False
อาย,False
กลม,False
บทบัญญัติ,False
ปฏิกิริยา,False
ดิบ,True
พระมหากษัตริย์,False
ดั้งเดิม,True
โครง,False
ความจำ,False
น้ำใจ,True
ชิน,True
ราวกับ,False
หัวข้อ,False
ยั่งยืน,False
น้า,True
ปวด,True
ราษฎร,False
ยัย,False
ผู้แต่ง,False
นี่แหละ,False
กิโลเมตร,False
ทศวรรษ,False
ปรากฏการณ์,False
ตรงกันข้าม,False
เสรีภาพ,False
ขู่,True
ขวัญ,False
ไว,True
รึ,False
เจ็บปวด,False
ที่ปรึกษา,False
ระยะทาง,False
วินัย,False
จม,True
ดวงตา,False
มิติ,False
หม้อ,True
มีด,True
พรรคพวก,False
ท่าเรือ,True
อภิปราย,False
เหรียญ,True
จมูก,True
ขยัน,False
นักวิชาการ,False
เลยทีเดียว,False
ทุ่ม,True
กล่อง,False
ครบถ้วน,False
ดง,False
เยือน,False
ต่อหน้า,False
จัดสรร,False
ลำพัง,False
ประเสริฐ,False
เอาชนะ,False
แผล,False
คัดค้าน,False
ศตวรรษ,False
นายก,False
ปรัชญา,False
ศาสตราจารย์,False
ริน,False
ตีความ,False
ซัก,False
ซาบซึ้ง,False
ลัก,False
สูญ,False
บำรุง,False
ก้าน,False
นี่เอง,False
ส้ม,True
รับจ้าง,False
พลาสติก,False
ปัน,False
คาดหวัง,False
ประหาร,False
หาความ,False
นักท่องเที่ยว,False
วน,False
พนม,False
กล่าวหา,False
มื้อ,False
จำคุก,False
ยุติ,False
ปฏิบัติงาน,False
กติกา,False
คณะรัฐมนตรี,False
กวี,False
สดใส,True
กรอง,True
ฉลอง,False
ที่พึ่ง,False
เป็นอย่างยิ่ง,False
ทักษะ,False
บำบัด,False
อิ่ม,True
แป้ง,False
แลก,False
ส่อง,True
เผชิญหน้า,False
จักรวาล,False
งู,True
อ้วน,True
ดิ่ง,False
ชัยชนะ,False
ทายาท,False
สมดุล,False
จำต้อง,False
ขาน,False
แดด,True
มีนาคม,False
ราบ,False
ดึงดูด,False
ทุกสิ่งทุกอย่าง,False
ทวี,False
ชี้แจง,False
พระพุทธเจ้า,False
จัดหา,False
รวย,True
สมรส,False
ร้องเพลง,True
คุก,True
สื่อมวลชน,False
ขัดแย้ง,False
เห็นชอบ,False
ขยับ,False
เก้า,True
สหกรณ์,False
ป่าไม้,False
ออ,False
แต่งกาย,False
ร้านค้า,False
นักธุรกิจ,False
ซื้อขาย,False
คอม,False
แขวน,False
อนุมัติ,False
บรรพบุรุษ,False
พระพุทธศาสนา,False
ชีพ,False
บทความ,False
พึ่งพา,False
กุศล,False
สันติ,False
จ.,False
โบสถ์,False
หุ้น,False
ย่อ,False
ปลุก,False
อนุบาล,False
อวัยวะ,False
สั่น,False
ลาก,False
เมื่อไหร่,False
ตอบสนอง,False
สะดุด,False
ประชาสัมพันธ์,False
ซับซ้อน,False
ตุ๊กตา,False
อาบน้ำ,True
รายจ่าย,False
เมื่อใด,False
ด่า,False
วิถีชีวิต,False
ปีก,True
พื้นเมือง,False
บทเรียน,False
คบ,False
จราจร,False
ด่วน,True
ฟู,True
บัณฑิต,False
พูดจา,False
นายจ้าง,False
ข้อสังเกต,False
แกะ,True
บุ,True
ออกเสียง,True
บาร์,False
เพลิดเพลิน,False
คนตาย,False
ผัว,False
ซี่,False
กระดูก,False
หลุม,False
ชายแดน,False
เปรียบ,False
เห,False
คอมมิวนิสต์,False
เข้มข้น,False
ทวีป,False
ชั้นใน,False
พรรคการเมือง,False
เลียนแบบ,False
สง่า,False
ประเทศชาติ,False
ดีแล้ว,False
ผู้ช่วย,False
เมืองหลวง,False
วุฒิ,False
เซ็น,True
เศรษฐศาสตร์,False
วาระ,False
โจมตี,False
มังกร,True
กรกฎาคม,False
ลักษณ์,False
หอ,False
คลาย,False
ถ่ายรูป,False
เป้า,False
ปกปิด,False
ศาลา,True
พบปะ,False
ก๊าซ,False
ควัน,True
ด้านหน้า,False
สมุด,True
รสชาติ,False
มี่,False
ผสมผสาน,False
รัด,False
ขอบเขต,False
ดิ้นรน,False
ฮา,False
ผ่าตัด,False
ยินยอม,False
แกน,False
มวล,False
สิงหาคม,False
ศักดิ์ศรี,False
อุณหภูมิ,False
แบน,False
น้ำท่วม,True
ตัวเรา,False
สั่งสอน,False
รั่ว,False
สังกัด,False
จดทะเบียน,False
ดุ,True
พี่ชาย,True
ซับ,False
เกลียด,True
รัศมี,False
ผู้อำนวยการ,False
ไส้,True
ให้ออก,False
พรรณ,False
จอง,True
กฏ,False
บุรุษ,False
สำรอง,False
ขาดแคลน,False
ตามใจ,True
หาง,False
ใคร่,False
รังเกียจ,False
คอร์ด,False
ขบวนการ,False
อาญา,False
บริจาค,False
แบก,False
ปรุง,True
เชื่อถือ,False
เลี่ยง,False
เปลือก,False
ตรัส,False
ผัน,False
สิงห์,False
จำลอง,False
กุมภาพันธ์,False
ทั้งปวง,False
พรหม,False
มหาดไทย,False
ประหลาด,False
ลาด,False
บารมี,False
น่ากลัว,False
แมว,True
ปราบปราม,False
คุณธรรม,False
ซึม,False
ถึงแม้ว่า,False
หน้าต่าง,True
ลีลา,False
กระชับ,False
เคลื่อนที่,False
ดัดแปลง,False
มึง,True
ชาม,True
ราง,False
วรรณคดี,False
ข่าย,False
แทง,False
สถาปัตยกรรม,False
ราชอาณาจักร,False
เกษตรกรรม,False
ศร,False
เงินทอง,False
การคลัง,False
ฉีด,False
สามัคคี,False
สำเร็จรูป,False
ฉุกเฉิน,False
กอด,True
พัง,False
หอย,False
สวด,False
วิกฤต,False
เน่า,False
โป,False
เบิก,False
ประถม,False
แท่ง,False
สกปรก,False
แสงสว่าง,False
ธรรมเนียม,False
สุก,False
บาดเจ็บ,False
ยุ่ง,True
สภาพแวดล้อม,False
งง,True
โชค,False
คนรัก,False
อธิบดี,False
กว้างใหญ่,False
สกุล,False
แปลกใจ,True
ตอบรับ,False
โศก,False
กลอง,False
กิริยา,False
บาป,False
แข็งแกร่ง,False
ครรภ์,False
พระสงฆ์,False
โทร,True
เชี่ยวชาญ,False
ก้ม,False
ประมวล,False
เจ้าชาย,False
กอ,False
คูณ,False
เอาใจ,False
สอบสวน,False
เป็นไร,False
เสาร์,False
ฝึกอบรม,False
ประท้วง,False
ชะ,False
ราชวงศ์,False
สร้อย,False
เป่า,False
โลหะ,False
อ่าว,True
ต่อรอง,False
โดดเด่น,False
ปะ,True
น้ำเสียง,False
ทางเดิน,False
เทา,False
ปะทะ,False
ชื่น,True
ม้วน,True
เปี่ยม,False
ร่ม,True
หมวด,False
ท้องฟ้า,False
หมวก,True
บันดาล,False
พอเพียง,False
ข้าวของ,False
พินิจ,False
ตำ,True
องศา,True
กลับกลาย,False
ค้นคว้า,False
นวด,True
ปลัด,False
คว้า,False
แล้ง,False
อุดม,False
หิว,True
ของเก่า,False
รังสี,False
โบ,False
ค่าจ้าง,False
แมลง,False
กลืน,False
ปุ๋ย,False
สติปัญญา,False
หวน,False
ทีนี้,False
ห้วง,False
แหง,False
สีหน้า,False
ขัน,False
ช้อน,True
สอบถาม,False
คุกคาม,False
จงใจ,False
พิพากษา,False
มัว,False
แรม,False
หย่า,False
เครื่องใช้,False
ประสานงาน,False
อุทิศ,False
หยาบ,False
เนื่อง,False
คู,False
จริงใจ,False
เคียง,False
ฟื้น,False
ลัทธิ,False
ห่วงใย,False
พฤศจิกายน,False
อ่าง,False
เข้มงวด,False
ไตร,False
ในขณะนี้,False
ข้างใน,True
ภาคเหนือ,False
ข้างบน,True
ทุกที,False
บีบ,False
กราบ,False
รุ่งเรือง,False
วัตถุดิบ,False
เดา,False
เพลิง,False
พนัน,False
น้ำเงิน,False
ทูล,False
ทารก,False
สามัญ,False
จอม,False
ตอบโต้,False
แหวน,True
ผัด,True
อย่างไรก็ดี,False
บัง,True
คนจน,False
คำพิพากษา,False
อนุ,False
เครื่องหมาย,False
มน,False
วงจร,False
เขื่อน,False
หารือ,False
พรุ่งนี้,True
จุ,True
พระบาทสมเด็จ,False
นันท์,False
หัด,False
หมุนเวียน,False
อิจฉา,True
เพาะ,False
หมาก,False
ฝา,True
แฟชั่น,False
ต่อเมื่อ,False
เต็มใจ,False
อิง,False
กวน,True
ซอง,False
หาด,False
ก่อตั้ง,False
อ้อย,False
ตีพิมพ์,False
ซุป,False
นิยาย,False
คุณหญิง,False
คลุม,False
ฉับพลัน,False
ฝึกฝน,False
เช็ค,False
ตัวอักษร,False
ในขณะนั้น,False
สุดยอด,False
ทุนนิยม,False
แก่ตัว,False
เมฆ,True
ครอบ,False
โยน,False
ช่องทาง,False
คุรุ,False
พระทัย,False
ขจัด,False
ข้างล่าง,True
พับ,False
คำอธิบาย,False
พระราชวัง,True
ทักทาย,False
สาหัส,False
สูงอายุ,False
กวาง,True
ที่ทาง,False
กล้ามเนื้อ,False
ก่อนหน้านี้,False
การ์ตูน,False
ขอโทษ,False
มหาสมุทร,True
ผู้ดี,False
สวัสดิการ,False
ข้อสงสัย,False
สะกด,True
สุรา,False
ธง,True
ซาน,False
คล่อง,False
โน้น,True
เสียดาย,False
ลือ,False
ไข้,True
เป็นได้,False
นักข่าว,True
มุก,False
แกง,False
วิตก,False
สบ,False
สน,False
กุหลาบ,False
ของขวัญ,False
ผู้ร้าย,False
สนอง,True
ยาเสพติด,False
ดูถูก,False
ตะโกน,False
ทะลุ,False
ทำท่า,False
อึดอัด,False
อุปถัมภ์,False
ไต,False
ชมพู,False
ถูกใจ,False
ปะปน,False
บกพร่อง,False
ยี่ห้อ,False
โน่น,False
สารเคมี,False
โก้,False
กลอน,False
ฟรี,False
ไว้วางใจ,False
ลวดลาย,False
พระจันทร์,True
วันเวลา,False
เนื่องมาจาก,False
ภูมิใจ,True
กุญแจ,True
เวร,False
มั่น,False
ควบคู่,False
โง่,False
เสิร์ฟ,False
สำราญ,False
ลูกศิษย์,False
พระนาง,False
เปล่ง,False
รับราชการ,False
สนิทสนม,False
หย่อน,False
สถานภาพ,False
ระดม,False
ซาก,False
ปาน,False
โจทก์,False
ล้น,False
พิทักษ์,False
หมดสิ้น,False
จูงใจ,True
แพร่หลาย,False
ผู้ทรง,False
วรรณกรรม,False
ชุมนุม,False
อุ้ม,False
อยู่รอด,False
แปร,False
ต่อจากนั้น,False
รั้ว,False
ดัก,False
สิริ,False
เพื่อนฝูง,False
พ่ายแพ้,False
เคยชิน,False
จัดงาน,False
ความเคลื่อนไหว,False
อาณาจักร,False
ปล้น,False
ข่มขืน,False
ขอรับ,False
ติดตั้ง,False
เอ็ด,False
ธูป,False
ที่ทำการ,False
ดม,False
โฉม,False
จารึก,False
รอยยิ้ม,False
นามสกุล,False
เจ้าหญิง,False
ประจักษ์,False
มูล,False
เชียว,False
สตางค์,False
แกล้ง,True
สุวรรณ,False
ประกาย,False
ร้องขอ,False
ด้วยเหตุนี้,False
ข้อบังคับ,False
ศิริ,False
ดีงาม,False
เคร่งครัด,False
หนุน,False
นักวิทยาศาสตร์,False
ขนาน,False
นักรบ,False
ห้องสมุด,True
ผู้กำกับ,False
ขัดขวาง,False
นักร้อง,True
การณ์,False
ห้าง,True
ชิด,False
นายทหาร,False
คาน,False
เกลือ,True
สรร,False
สัมมนา,False
ใจกลาง,False
เปื้อน,False
เด็กชาย,False
ในขณะเดียวกัน,False
เชื้อสาย,False
รถเมล์,True
กับข้าว,False
เข่า,True
อวด,False
สืบทอด,False
สุร,False
ประณีต,False
นิยาม,False
ควาย,True
โกหก,True
เป็นต้นมา,False
นาค,False
ข้าวโพด,True
จิตวิทยา,False
เครื่องประดับ,False
โกง,True
แน่ชัด,False
ทุ่มเท,False
วิศวกร,True
กระป๋อง,False
นุ่ม,True
สมมุติ,False
ผู้ตาย,False
ล่าสุด,True
บุก,False
กล้วย,True
ฝ่า,False
เทศบาล,False
ท้องที่,False
ศิษย์,False
ดัด,False
นิดหน่อย,True
กล้าหาญ,False
ไหล่,False
หาเงิน,False
ด่าน,False
เอาแต่,True
โดยสาร,False
สันนิษฐาน,False
เท่าเทียม,False
ปราสาท,False
เยาว์,False
โต้,False
ลึกลับ,False
เชือก,False
บริวาร,False
ชั่ง,False
ปาง,False
รายชื่อ,False
เว้นแต่,False
หลงใหล,False
ละเมิด,False
ผู้ประกอบการ,False
ซักถาม,False
พยัก,False
วิทยาลัย,False
อุดหนุน,False
บรรเทา,False
ก็แล้วกัน,False
วางตัว,False
เจดีย์,False
จอมพล,False
อุดมการณ์,False
ฟุต,False
ครีม,False
พันธ์,False
จะเห็นได้ว่า,False
ตรงกลาง,False
ใย,False
โล่ง,False
นักโทษ,False
ประชาธิปัตย์,False
ลมหายใจ,False
แค้น,False
ประเมินผล,False
ถ้ำ,False
พื้นบ้าน,False
ค่าเช่า,False
ขั้ว,False
ขุนนาง,False
หวาดกลัว,False
รับสั่ง,False
หุ้ม,False
ป้อม,False
คณิตศาสตร์,False
โผล่,False
ทว่า,False
โยง,False
ช่องว่าง,False
แช่,True
ศีล,False
ประพันธ์,False
ผ่า,False
สงครามโลก,False
ก้น,False
อุป,False
ภักดี,False
ภาพถ่าย,False
บัน,False
จากนี้,False
กวาด,False
เครื่องยนต์,False
ยุทธศาสตร์,False
เชื้อเพลิง,False
งา,True
รัฐวิสาหกิจ,False
นักวิจัย,False
สุนัข,True
เอ็น,False
ตบ,True
ครัวเรือน,False
มูลนิธิ,False
ข้างนอก,True
ขำ,True
โต้ตอบ,False
รูปธรรม,False
จี้,False
แล่น,False
ละเลย,False
พันธุกรรม,False
เดช,False
ค่านิยม,False
ปอด,False
ไข,False
ราด,True
รณรงค์,False
อาชญากรรม,False
เสวย,False
ขอร้อง,False
ทั่วถึง,False
เผลอ,True
ทัศนะ,False
คมนาคม,False
จักรยาน,True
แนบ,False
ความเครียด,False
น้ำแข็ง,False
วงกลม,False
ผ่อน,False
ปม,False
ห้อย,False
มะพร้าว,True
เงินทุน,False
เผื่อ,False
ศัพท์,False
มัด,False
ยุทธ,False
เฉพาะตัว,False
ผู้บังคับบัญชา,False
รัตน์,False
ตกต่ำ,False
จับกุม,False
แท่น,False
คิ้ว,False
อุ่น,False
เหงา,False
ผู้ว่าราชการ,False
เสริมสร้าง,False
แบ่งปัน,False
วาน,False
ว่ายน้ำ,True
อาสา,False
อรุณ,False
ดำรงชีวิต,False
ยัน,False
สี่เหลี่ยม,False
มุสลิม,False
มาร,False
ลอก,False
เย็บ,False
ถ้วน,False
หวย,False
ประยุกต์,False
ยุบ,False
ตอนเช้า,False
ทัก,False
ฉีก,False
เงินกู้,False
ต่อว่า,False
แค่นี้,False
สมุทร,False
ละลาย,False
รัฐมนตรีว่าการ,False
กิ่ง,False
เทศ,False
ให้อภัย,False
ทุกแห่ง,False
สุจริต,False
จิตสำนึก,False
รวบ,False
จุดเริ่มต้น,False
ประสิทธิ์,False
โทร.,False
อบ,False
ทางเข้า,False
ฆ่าตัวตาย,False
น้องชาย,True
กดดัน,False
ส่วนรวม,False
มิตรภาพ,False
พ่น,False
ระลึก,False
แคว้น,False
จ้อง,False
มิฉะนั้น,False
แกม,False
หงุดหงิด,True
คู่แข่ง,False
ชดใช้,False
จาง,False
ผู้ดูแล,False
สมุนไพร,False
อุดมศึกษา,False
คอลัมน์,False
สวัสดี,False
สมทบ,False
ห้องเรียน,False
บิด,False
จัดวาง,False
บรรทุก,False
ทำนา,False
ทองคำ,False
สดชื่น,False
ผู้สมัคร,False
กฎเกณฑ์,False
นานาชาติ,False
เสียที,False
วิพากษ์วิจารณ์,False
เตา,True
สนามบิน,True
รุก,False
ภูมิปัญญา,False
งบ,False
ออกกำลังกาย,True
ฝุ่น,False
ดอลลาร์,False
บังเกิด,False
อำ,False
ภาพลักษณ์,False
ภพ,False
เครดิต,False
ภาคกลาง,False
เหยียบ,False
ถนอม,False
มลพิษ,False
แก้ม,True
หนักแน่น,False
นรก,False
ควบ,False
คุ้มค่า,False
กระทำการ,False
สภาผู้แทนราษฎร,False
รำคาญ,False
ขนมปัง,True
แสงสี,False
เด็กหญิง,False
ก้อง,False
พงศ์,False
กลีบ,False
มวลชน,False
ลั่น,False
เวียง,False
เพี้ยน,False
ตรงไปตรงมา,False
รอคอย,False
สันติภาพ,False
ห่ม,False
ยึดมั่น,False
แตะ,True
สิง,False
พริก,True
เพียร,False
เด็ด,True
สูญหาย,False
นวล,False
ประคอง,False
ความถูกต้อง,False
เฉียงเหนือ,False
หรูหรา,False
รับทราบ,False
สไตล์,False
แม่นยำ,False
สิ่งมีชีวิต,False
เปรม,False
อุดมสมบูรณ์,False
อังคาร,False
เผด็จการ,False
ผลัด,False
เต็มตัว,False
ทัวร์,False
สารพัด,False
ทีหลัง,True
เคลื่อนย้าย,False
สำเนียง,False
ปุ่ม,False
กุม,False
ดังเช่น,False
น่าเสียดาย,False
คำกล่าว,False
แต่งหน้า,False
รูปถ่าย,False
ธุระ,True
สมมติ,False
สัญชาตญาณ,False
แบบแผน,False
ส่วนกลาง,False
ผู้ฟัง,False
ทอดทิ้ง,False
ผิวหนัง,False
อ่อนโยน,False
แปรเปลี่ยน,False
ปริญญาตรี,False
ท่อง,False
มงกุฎ,False
เทอม,False
แห่,False
สถาปนิก,False
สุทธิ,False
แจ่มใส,False
ดำเนินคดี,False
โดดเดี่ยว,False
ประกวด,False
กง,False
ชิ้นส่วน,False
คาถา,False
ไขมัน,False
อม,False
ดาบ,False
เบียร์,True
บรม,False
ปริญญาโท,False
มหาชน,False
นิติบัญญัติ,False
เผย,False
ชอบธรรม,False
สมานฉันท์,False
ข้อจำกัด,False
ศึกษาธิการ,False
ใจดี,True
บาย,False
เทียม,False
ถั่ว,True
ทุจริต,False
เซน,False
เจ้าตัว,False
วาย,False
สักหน่อย,False
พิพิธภัณฑ์,True
ร่า,False
ปลอด,False
ส่าย,False
คติ,False
ดอง,False
จำแนก,False
ตั๋ว,True
ติดใจ,False
บริหารงาน,False
ม่าน,False
ต้นฉบับ,False
เหลี่ยม,False
บุญคุณ,True
กระตือรือร้น,False
เสถียรภาพ,False
โคลน,False
พิธีกรรม,False
เอดส์,False
เร้า,False
ธรรมศาสตร์,False
นวนิยาย,False
หาไม่,False
ดวงอาทิตย์,False
ชั้นนำ,False
สรรเสริญ,False
กลมกลืน,False
ผู้โดยสาร,True
ทัศนคติ,False
พนักงานเจ้าหน้าที่,False
มณฑล,False
ข้อดี,False
ที่นอน,False
ยึดถือ,False
รากฐาน,False
ปลด,False
ตัวแปร,False
พลเมือง,False
ชาวต่างชาติ,False
เป็ด,True
มั่ง,False
ภาพรวม,False
กฎหมายแพ่ง,False
ธน,False
พาน,True
เต่า,False
เบื่อหน่าย,False
เพาะปลูก,False
เลือน,False
ผลสำเร็จ,False
ปัด,False
เกรงใจ,True
เปียก,False
ชีวภาพ,False
คุณครู,False
ขั้นพื้นฐาน,False
ธนู,False
ร้าง,False
ลอบ,False
ชะลอ,False
ว่างเปล่า,False
นายทุน,False
ปีน,False
ชดเชย,False
แท็กซี่,True
เสร็จสิ้น,False
กบ,True
ส่งเสียง,False
ปลดปล่อย,False
พี่เลี้ยง,False
ได้เสีย,False
อนุกรรมการ,False
หล่น,False
ปลูกฝัง,False
ข้อสรุป,False
ซื่อ,False
แผง,False
คลี่คลาย,False
เท่านี้,False
รม,False
ธรรมะ,False
ซ้อม,True
ความยุติธรรม,False
ปีใหม่,False
ชิม,True
เลีย,True
ต่างด้าว,False
ดวงดาว,False
ห้วย,False
อัยการ,False
อ้าย,False
ธานี,False
หั่น,True
คำปรึกษา,False
ตะวัน,False
รุม,False
คุ้น,False
บรรณาธิการ,False
มะเร็ง,False
คัมภีร์,False
รก,False
ของเล่น,False
เทศกาล,False
หยด,False
ตัวเดียว,False
เปรียบเสมือน,False
หลาก,False
ศุกร์,False
แอร์,False
ลงนาม,False
เช็ด,False
ข้างหลัง,False
สุพรรณ,False
ฟอร์ม,False
วิถีทาง,False
เหม็น,True
คณะกรรมาธิการ,False
ฝ่ายค้าน,False
ว่าย,False
มาลัย,False
ลื่น,False
ดึก,True
รหัส,False
สารคดี,True
เรือง,False
พรม,False
ตีน,False
สิ้นเชิง,False
เอ่อ,False
ทรัพยากรธรรมชาติ,False
คล้ายคลึง,False
หมั้น,False
พลเรือน,False
หลีก,False
โจทย์,False
อ้างอิง,False
มอ,False
ยกมือ,False
หนาแน่น,False
เป็นต้นไป,False
ล่อ,False
หนี้สิน,False
เหงื่อ,False
จุดประสงค์,False
ความพร้อม,False
เวช,False
แปรรูป,False
ไม่แพ้,False
เดือด,False
คร่าว,False
แวว,False
ยาน,False
สารภาพ,False
หันหน้า,False
แบบอย่าง,False
หลอกลวง,False
เท็จ,False
ผ่านพ้น,False
ศาลฎีกา,False
